id,fna,gna,nam,cui,cue,anx,ges,nen_mde,tip,dep,dir,bar,com,sag,geometry
1174,Establecimiento educativo JIN E JUANA MANSO DE 17 (N° 02),Establecimiento Educativo,JIN E JUANA MANSO DE 17 (N° 02),200769.0,201544.0,01,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Helguera 3228,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17104.236754166748 73285.52617335707)
1175,Establecimiento educativo POLICIA FEDERAL ARGENTINA,Establecimiento Educativo,POLICIA FEDERAL ARGENTINA,200770.0,201591.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Argerich 2849,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17599.186770580396 72858.52467374026)
1176,Establecimiento educativo JIN A ALICIA MOREAU DE JUSTO DE 17 (N° 3),Establecimiento Educativo,JIN A ALICIA MOREAU DE JUSTO DE 17 (N° 3),200770.0,201592.0,02,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Argerich 2849,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17599.186770580396 72858.52467374026)
1177,Establecimiento educativo RAFAEL RUIZ DE LOS LLANOS,Establecimiento Educativo,RAFAEL RUIZ DE LOS LLANOS,200771.0,200263.0,00,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos | Nivel primario de jóvenes y adultos,Escuelas Primarias para Adultos,Dirección de Educación del Adulto y del Adolescente,"Beiro, Francisco Av. 4548 - Beiro, Francisco Av. 4552",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15282.3162707651 72376.64396720935)
1178,Establecimiento educativo RAFAEL RUIZ DE LOS LLANOS,Establecimiento Educativo,RAFAEL RUIZ DE LOS LLANOS,200771.0,201367.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Beiro, Francisco Av. 4548 - Beiro, Francisco Av. 4552",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15282.3162707651 72376.64396720935)
1179,Establecimiento educativo JIN D VICTORIA OCAMPO DE 17 (Nº 04),Establecimiento Educativo,JIN D VICTORIA OCAMPO DE 17 (Nº 04),200771.0,201653.0,00,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,"Beiro, Francisco Av. 4548 - Beiro, Francisco Av. 4552",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15282.3162707651 72376.64396720935)
1180,Establecimiento educativo CAPITAN JUAN DE SAN MARTIN Y GOMEZ,Establecimiento Educativo,CAPITAN JUAN DE SAN MARTIN Y GOMEZ,200772.0,200166.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Nogoya 2557,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17933.18510468673 73332.48913998767)
1181,Establecimiento educativo JIN E JUANA MANSO DE 17 (N° 05),Establecimiento Educativo,JIN E JUANA MANSO DE 17 (N° 05),200772.0,201544.0,02,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Nogoya 2557,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17933.18510468673 73332.48913998767)
1182,Establecimiento educativo ESTADO DE ISRAEL,Establecimiento Educativo,ESTADO DE ISRAEL,200773.0,201364.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,"Calderon De La Barca, Pedro 3073",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14579.33449807188 71731.70280313845)
1183,Establecimiento educativo REPUBLICA DE MEXICO,Establecimiento Educativo,REPUBLICA DE MEXICO,200774.0,200892.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Garcia, Juan Agustin 2755",Villa Santa Rita,11,Mapa Escolar - Ministerio de Educación,POINT (18427.105908364465 72209.51926214177)
1184,Establecimiento educativo REPUBLICA DE MEXICO,Establecimiento Educativo,REPUBLICA DE MEXICO,200774.0,201072.0,00,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos | Nivel primario de jóvenes y adultos,Escuelas Primarias para Adultos,Dirección de Educación del Adulto y del Adolescente,"Garcia, Juan Agustin 2755",Villa Santa Rita,11,Mapa Escolar - Ministerio de Educación,POINT (18427.105908364465 72209.51926214177)
1185,Establecimiento educativo JIN A ALICIA MOREAU DE JUSTO DE 17 (N°7),Establecimiento Educativo,JIN A ALICIA MOREAU DE JUSTO DE 17 (N°7),200774.0,201592.0,03,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,"Garcia, Juan Agustin 2755",Villa Santa Rita,11,Mapa Escolar - Ministerio de Educación,POINT (18427.105908364465 72209.51926214177)
1186,Establecimiento educativo ALTE MANUEL BLANCO ENCALADA,Establecimiento Educativo,ALTE MANUEL BLANCO ENCALADA,200775.0,200181.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Lamarca, Emilio 3379",Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (16340.279270332645 73122.56572208475)
1187,Establecimiento educativo JIN E JUANA MANSO DE 17 (N° 08),Establecimiento Educativo,JIN E JUANA MANSO DE 17 (N° 08),200775.0,201544.0,03,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,"Lamarca, Emilio 3379",Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (16340.279270332645 73122.56572208475)
1188,Establecimiento educativo BENITO JUAREZ,Establecimiento Educativo,BENITO JUAREZ,200776.0,201548.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,"Diamante 2765 - Juarez, Benito 2702",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15724.256687533434 71639.65877659673)
1189,Establecimiento educativo JIN D VICTORIA OCAMPO DE 17 (N°9),Establecimiento Educativo,JIN D VICTORIA OCAMPO DE 17 (N°9),200776.0,201653.0,01,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,"Diamante 2765 - Juarez, Benito 2702",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15724.256687533434 71639.65877659673)
1190,Establecimiento educativo JOSE ERNESTO GALLONI,Establecimiento Educativo,JOSE ERNESTO GALLONI,200777.0,200167.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,Helguera 2435,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17663.16766033364 72501.53813169988)
1191,Establecimiento educativo JIN A ALICIA MOREAU DE JUSTO DE 17 (Nº 10),Establecimiento Educativo,JIN A ALICIA MOREAU DE JUSTO DE 17 (Nº 10),200777.0,201592.0,00,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Helguera 2435,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17663.16766033364 72501.53813169988)
1192,"Establecimiento educativo ESEA DANZA Nº 1 RAMICONE ""CURSO VOC. FOLKLORE N°18""",Establecimiento Educativo,"ESEA DANZA Nº 1 RAMICONE ""CURSO VOC. FOLKLORE N°18""",200777.0,203028.0,23,Estatal,Cursos y talleres de la submodalidad artística,Escuelas Superiores de Educación Artística (ESEA),Dirección de Educación Artística,Helguera 2435,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17663.16766033364 72501.53813169988)
1193,Establecimiento educativo JIC Nº 01 PABLO NERUDA DE 17,Establecimiento Educativo,JIC Nº 01 PABLO NERUDA DE 17,200779.0,200342.0,00,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Comunes (JIC),Dirección de Educación Inicial,Tinogasta 5768 - Tinogasta 5784,Villa Real,10,Mapa Escolar - Ministerio de Educación,POINT (14315.317109639305 70911.75105600488)
1194,Establecimiento educativo CENS Nº 07 DE 17,Establecimiento Educativo,CENS Nº 07 DE 17,200779.0,201076.0,00,Estatal,Nivel secundario de jóvenes y adultos,Centros Educativos de Nivel Secundario (CENS),Dirección de Educación del Adulto y del Adolescente,Tinogasta 5768 - Tinogasta 5784,Villa Real,10,Mapa Escolar - Ministerio de Educación,POINT (14315.317109639305 70911.75105600488)
1195,Establecimiento educativo SIMON BOLIVAR,Establecimiento Educativo,SIMON BOLIVAR,200779.0,201661.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,Tinogasta 5768 - Tinogasta 5784,Villa Real,10,Mapa Escolar - Ministerio de Educación,POINT (14315.317109639305 70911.75105600488)
1196,Establecimiento educativo ANTONIO DEVOTO,Establecimiento Educativo,ANTONIO DEVOTO,200780.0,200898.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,"Carril, Salvador Maria Del Av. 4172",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15350.137784922823 73167.60489525236)
1197,Establecimiento educativo JIC Nº 02 ANTONIO BERNI DE 17,Establecimiento Educativo,JIC Nº 02 ANTONIO BERNI DE 17,200780.0,202208.0,00,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Comunes (JIC),Dirección de Educación Inicial,"Carril, Salvador Maria Del Av. 4172",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15350.137784922823 73167.60489525236)
1198,Establecimiento educativo RVDO PADRE AGUSTIN PABLO NORES,Establecimiento Educativo,RVDO PADRE AGUSTIN PABLO NORES,200781.0,201075.0,00,Estatal,Formación profesional / Capacitación laboral para jóvenes y adultos | Nivel primario de jóvenes y adultos,Escuelas Primarias para Adultos,Dirección de Educación del Adulto y del Adolescente,"Lista, Ramon, Coronel 5242 - Lista, Ramon, Coronel 5256",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14476.338612020965 71669.70991349638)
1199,Establecimiento educativo RVDO. PADRE AGUSTIN P.NORES,Establecimiento Educativo,RVDO. PADRE AGUSTIN P.NORES,200781.0,201365.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,"Lista, Ramon, Coronel 5242 - Lista, Ramon, Coronel 5256",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14476.338612020965 71669.70991349638)
1200,Establecimiento educativo JIC N° 06 DE 17,Establecimiento Educativo,JIC N° 06 DE 17,200781.0,203115.0,00,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Comunes (JIC),Dirección de Educación Inicial,"Lista, Ramon, Coronel 5242 - Lista, Ramon, Coronel 5256",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14476.338612020965 71669.70991349638)
1201,Establecimiento educativo RODOLFO RIVAROLA,Establecimiento Educativo,RODOLFO RIVAROLA,200782.0,200971.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Helguera 3341,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17051.246587427362 73438.52142287542)
1202,Establecimiento educativo JIN E JUANA MANSO DE 17 (Nº 17),Establecimiento Educativo,JIN E JUANA MANSO DE 17 (Nº 17),200782.0,201544.0,00,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Helguera 3341,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17051.246587427362 73438.52142287542)
1203,"Establecimiento educativo PROV. DE TIERRA DEL FUEGO, ANTARTIDA E IS. DEL ATLANT. SUR",Establecimiento Educativo,"PROV. DE TIERRA DEL FUEGO, ANTARTIDA E IS. DEL ATLANT. SUR",200783.0,200893.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Dantas, Julio S. 3260",Villa Santa Rita,11,Mapa Escolar - Ministerio de Educación,POINT (17721.14389258081 72025.55727926151)
1204,Establecimiento educativo JIN A ALICIA MOREAU DE JUSTO DE 17 (N°18),Establecimiento Educativo,JIN A ALICIA MOREAU DE JUSTO DE 17 (N°18),200783.0,201592.0,04,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,"Dantas, Julio S. 3260",Villa Santa Rita,11,Mapa Escolar - Ministerio de Educación,POINT (17721.14389258081 72025.55727926151)
1205,Establecimiento educativo BARTOLINA SISA,Establecimiento Educativo,BARTOLINA SISA,200784.0,201368.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Carril, Salvador Maria Del Av. 4935 - Carril, Salvador Maria Del Av. 4957",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14441.377439651584 72538.67208560513)
1206,Establecimiento educativo JII Nº 03 EL JARDIN DEL BOULEVARD DE 17,Establecimiento Educativo,JII Nº 03 EL JARDIN DEL BOULEVARD DE 17,200784.0,202207.0,00,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Integrales (JII),Dirección de Educación Inicial,"Carril, Salvador Maria Del Av. 4935 - Carril, Salvador Maria Del Av. 4957",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14441.377439651584 72538.67208560513)
1207,Establecimiento educativo PEDRO MEDRANO,Establecimiento Educativo,PEDRO MEDRANO,200785.0,201652.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Nueva York 4713,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (14755.361583218997 72644.65406215393)
1208,Establecimiento educativo ROMPEHIELOS GRAL SAN MARTIN,Establecimiento Educativo,ROMPEHIELOS GRAL SAN MARTIN,200786.0,200161.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Santo Tome 2836,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17902.162359221424 72743.51714497717)
1209,Establecimiento educativo JIN A ALICIA MOREAU DE JUSTO DE 17 (N°21),Establecimiento Educativo,JIN A ALICIA MOREAU DE JUSTO DE 17 (N°21),200786.0,201592.0,05,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Santo Tome 2836,Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17902.162359221424 72743.51714497717)
1210,Establecimiento educativo PROFESOR PEDRO LUIS COMI,Establecimiento Educativo,PROFESOR PEDRO LUIS COMI,200787.0,201366.0,00,Estatal,Nivel primario común,Escuelas de Jornada Simple,Dirección de Educación Primaria,Tinogasta 5046,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15016.304173437438 71681.68669235025)
1211,Establecimiento educativo JIN D VICTORIA OCAMPO DE 17 (N°22),Establecimiento Educativo,JIN D VICTORIA OCAMPO DE 17 (N°22),200787.0,201653.0,02,Estatal,Nivel inicial común - Jardín de infantes | Nivel inicial común - Jardín maternal,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Tinogasta 5046,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15016.304173437438 71681.68669235025)
1212,Establecimiento educativo ABEL AYERZA,Establecimiento Educativo,ABEL AYERZA,200788.0,201549.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,"Carril, Salvador Maria Del Av. 3650",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15897.327174958293 73581.56359639966)
1213,Establecimiento educativo CENTRO EDUC.COMPL.DE IDIOMAS EXTRANJ. Nº17 DE 17,Establecimiento Educativo,CENTRO EDUC.COMPL.DE IDIOMAS EXTRANJ. Nº17 DE 17,200788.0,202170.0,00,Estatal,Servicios complementarios/alternativos,Centros Educativos Complementarios de Idiomas Extranjeros,Dirección de Educación Primaria,"Carril, Salvador Maria Del Av. 3650",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15897.327174958293 73581.56359639966)
1214,Establecimiento educativo PRESIDENTE DR ROBERTO M ORTIZ,Establecimiento Educativo,PRESIDENTE DR ROBERTO M ORTIZ,200789.0,200894.0,00,Estatal,Nivel primario común,Escuelas de Jornada Completa,Dirección de Educación Primaria,Bahia Blanca 2535,Monte Castro,10,Mapa Escolar - Ministerio de Educación,POINT (16552.22270792995 72105.60277446047)
1215,Establecimiento educativo JIN D VICTORIA OCAMPO DE 17 (N°24),Establecimiento Educativo,JIN D VICTORIA OCAMPO DE 17 (N°24),200789.0,201653.0,03,Estatal,Nivel inicial común - Jardín de infantes,Jardines de Infantes Nucleados (JIN),Dirección de Educación Inicial,Bahia Blanca 2535,Monte Castro,10,Mapa Escolar - Ministerio de Educación,POINT (16552.22270792995 72105.60277446047)
1216,Establecimiento educativo COLEGIO Nº 19 LUIS PASTEUR DE 17,Establecimiento Educativo,COLEGIO Nº 19 LUIS PASTEUR DE 17,200790.0,200143.0,00,Estatal,Nivel secundario común,Colegios,Dirección de Educación Media,Navarro 4344,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15460.315827168979 72639.62461032083)
1217,Establecimiento educativo ESC. DE COM. Nº 11 DR JOSE PERALTA DE 17,Establecimiento Educativo,ESC. DE COM. Nº 11 DR JOSE PERALTA DE 17,200791.0,200859.0,00,Estatal,Nivel secundario común | Nivel secundario de jóvenes y adultos,Escuelas de Comercio,Dirección de Educación Media,"Lozano, Pedro 4250",Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (16038.265373184333 72329.61436030133)
1218,Establecimiento educativo ESC. TEC. Nº 16 ESPANA DE 17,Establecimiento Educativo,ESC. TEC. Nº 16 ESPANA DE 17,200792.0,200939.0,00,Estatal,Nivel secundario común,Escuelas Técnicas,Dirección de Educación Técnica,Concordia 3555,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (16412.281964870814 73298.55474095843)
1219,Establecimiento educativo ESC. TEC. Nº 24 DEFENSA DE BUENOS AIRES DE 17,Establecimiento Educativo,ESC. TEC. Nº 24 DEFENSA DE BUENOS AIRES DE 17,200793.0,200903.0,00,Estatal,Nivel secundario común,Escuelas Técnicas,Dirección de Educación Técnica,"Gutierrez, Ricardo 3246",Villa Del Parque,11,Mapa Escolar - Ministerio de Educación,POINT (17028.23112154335 73035.54072598714)
1220,Establecimiento educativo ESC. DE EDUC. MEDIA Nº 03 ANTONIO DEVOTO DE 17,Establecimiento Educativo,ESC. DE EDUC. MEDIA Nº 03 ANTONIO DEVOTO DE 17,200794.0,200163.0,00,Estatal,Nivel secundario común,Escuelas de Educación Media,Dirección de Educación Media,Mercedes 4002,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15469.337988472018 73180.59969077837)
1221,Establecimiento educativo CENS Nº 65 DE 17,Establecimiento Educativo,CENS Nº 65 DE 17,200794.0,200465.0,00,Estatal,Nivel secundario de jóvenes y adultos,Centros Educativos de Nivel Secundario (CENS),Dirección de Educación del Adulto y del Adolescente,Mercedes 4002,Villa Devoto,11,Mapa Escolar - Ministerio de Educación,POINT (15469.337988472018 73180.59969077837)
